REE,"RNNModel(n_rnn_layers=2, dropout=0.1, training_length=50, input_chunk_length=50, batch_size=64, n_epochs=20)",0.0276954941265285,0.15335525505244732,0.12479515329003334,0.3023772741854191,84,50
REE,"FFT(nr_freqs_to_keep=20, trend=poly, trend_poly_degree=2)",0.046121515496876715,0.2132119056757486,0.1792947760799976,0.4530815839638208,84,50
REE,ARIMA(),0.051422182341705897,0.2203489983676235,0.18434345610661243,0.44342652192824916,84,50
REE,AutoARIMA(),0.0404445007572292,0.19631229809349396,0.16738203765722523,0.4088351441932059,84,50
REE,Theta(),0.02827956995872486,0.1530584361418404,0.12804937152857795,0.3203709413972687,84,50
REE,BATS(),0.05403194489306899,0.22084721569039523,0.18712422305874984,0.4395749149844139,84,50
AEP,"RNNModel(n_rnn_layers=2, dropout=0.1, training_length=50, input_chunk_length=50, batch_size=64, n_epochs=20)",0.014043546854518354,0.10351196497678757,0.0881670293584466,0.31335175797343257,84,50
AEP,"FFT(nr_freqs_to_keep=20, trend=poly, trend_poly_degree=2)",0.02143196606769531,0.1340795541386154,0.11626193703640741,0.45077276690810153,84,50
AEP,ARIMA(),0.02043743113175067,0.13606590058560378,0.11548440110632006,0.43954153427945625,84,50
AEP,AutoARIMA(),0.023784575963513833,0.14296478974164506,0.12246957487034217,0.47655665465254715,84,50
AEP,Theta(season_mode=SeasonalityMode.ADDITIVE),0.01829437404813268,0.12762127074841845,0.11031282620280868,0.41928526282604706,84,50
AEP,BATS(),0.03079005706246571,0.15565720159128468,0.13363477408816576,0.49168161631233415,84,50
Dayton,"RNNModel(n_rnn_layers=2, dropout=0.1, training_length=50, input_chunk_length=50, batch_size=64, n_epochs=20)",0.016900589482393116,0.11952568463981152,0.09815446577966214,0.2828899168968201,84,50
Dayton,"FFT(nr_freqs_to_keep=20, trend=poly, trend_poly_degree=2)",0.026475541004953942,0.15768049981673266,0.1327633450784765,0.3822146874705706,84,50
Dayton,ARIMA(),0.01885370850308283,0.12987682344029503,0.10463363981537416,0.31165972121416124,84,50
Dayton,AutoARIMA(),0.03921581883800384,0.17541278252614614,0.15018459066454753,0.5010682923640073,84,50
Dayton,Theta(season_mode=SeasonalityMode.ADDITIVE),0.013071500274063744,0.10532352241565832,0.08788157869168074,0.26803409033935965,84,50
Dayton,BATS(),0.06713243184618882,0.22956804245073126,0.20082579275487406,0.6903681739336094,84,50
